Name,Description,Type,Allocation,Category,Low Density Capacity,Mid Density Capcity,High Density Capacity,Long,Lat,Coordinates
G01,G01,YG,Local,Import,342,455,569,-118.244358,33.7300785,"-118.244358,33.7300785,0
              -118.2442829,33.7298961,0
              -118.2412917,33.7307677,0
              -118.2413709,33.7309646,0
              -118.244358,33.7300785,0"
G03,G03,YG,Local,Import,179,238,298,-118.2461446,33.7295512,"-118.2461446,33.7295512,0
              -118.2460835,33.7294051,0
              -118.2445594,33.729849,0
              -118.2446211,33.7299962,0
              -118.2461446,33.7295512,0"
G04,G04,YG,Local,Import,179,238,298,-118.2479336,33.7290247,"-118.2479336,33.7290247,0
              -118.2478726,33.7288786,0
              -118.2463484,33.7293225,0
              -118.2464101,33.7294697,0
              -118.2479336,33.7290247,0"
G05,G05,YG,Local,Import,179,238,298,-118.2496804,33.7283455,"-118.2496804,33.7283455,0
              -118.2481562,33.7287894,0
              -118.2482179,33.7289366,0
              -118.2497414,33.7284916,0
              -118.2496804,33.7283455,0"
G06,G06,YG,Local,Import,179,238,298,-118.2515599,33.7280008,"-118.2515599,33.7280008,0
              -118.2514989,33.7278547,0
              -118.2499748,33.7282986,0
              -118.2500365,33.7284458,0
              -118.2515599,33.7280008,0"
G07,G07,YG,Local,Import,388,518,647,-118.2551431,33.7269421,"-118.2551431,33.7269421,0
              -118.255068,33.7267597,0
              -118.2517216,33.7277361,0
              -118.2517967,33.7279129,0
              -118.2551431,33.7269421,0"
G09,G09,YG,Local,Import,179,238,298,-118.2569109,33.7264237,"-118.2569109,33.7264237,0
              -118.2568499,33.7262775,0
              -118.2553258,33.7267215,0
              -118.2553875,33.7268687,0
              -118.2569109,33.7264237,0"
Gear,Gear,Building,None,N/A,N/A,N/A,N/A,-118.2505559,33.7303538,"-118.2505559,33.7303538,0
              -118.2504453,33.7300956,0
              -118.2488936,33.7305473,0
              -118.2490237,33.7308395,0
              -118.2505727,33.7303912,0
              -118.2505559,33.7303538,0"
H01,H01,YG,Local,Import,342,455,569,-118.2412408,33.7306712,"-118.2412408,33.7306712,0
              -118.2442279,33.7297852,0
              -118.2441528,33.7296028,0
              -118.2411617,33.7304744,0
              -118.2412408,33.7306712,0"
H03,H03,YG,Local,Import,179,238,298,-118.24604,33.7292612,"-118.24604,33.7292612,0
              -118.2459789,33.7291151,0
              -118.2444635,33.729559,0
              -118.2445252,33.7297017,0
              -118.24604,33.7292612,0"
H04,H04,YG,Local,Import,179,238,298,-118.2478102,33.7287615,"-118.2478102,33.7287615,0
              -118.2477492,33.7286154,0
              -118.246225,33.7290593,0
              -118.2462867,33.7292065,0
              -118.2478102,33.7287615,0"
H05,H05,YG,Local,Import,179,238,298,-118.249618,33.728206,"-118.249618,33.728206,0
              -118.249557,33.7280599,0
              -118.2480328,33.7285038,0
              -118.2480945,33.7286511,0
              -118.249618,33.728206,0"
H06,H06,YG,Local,Import,179,238,298,-118.2513936,33.7276907,"-118.2513936,33.7276907,0
              -118.2513326,33.7275446,0
              -118.2498085,33.7279885,0
              -118.2498702,33.7281358,0
              -118.2513936,33.7276907,0"
H07,H07,YG,Local,Import,388,518,647,-118.2550171,33.7266499,"-118.2550171,33.7266499,0
              -118.254942,33.7264675,0
              -118.2516016,33.7274461,0
              -118.2516747,33.7276229,0
              -118.2550171,33.7266499,0"
H09,H09,YG,Local,Import,179,238,298,-118.2567956,33.726127,"-118.2567956,33.726127,0
              -118.2567346,33.7259809,0
              -118.2552105,33.7264248,0
              -118.2552722,33.726572,0
              -118.2567956,33.726127,0"
J01,J01,YG,Local,Import,342,455,569,-118.2440965,33.7294651,"-118.2440965,33.7294651,0
              -118.2440214,33.7292827,0
              -118.2410302,33.7301543,0
              -118.2411094,33.7303511,0
              -118.2440965,33.7294651,0"
J03,K03,YG,Local,Import,149,198,248,-118.2459166,33.7289399,"-118.2459166,33.7289399,0
              -118.2458556,33.7287938,0
              -118.2443314,33.7292377,0
              -118.2443931,33.729385,0
              -118.2459166,33.7289399,0"
J04,J04,YG,Local,Import,149,198,248,-118.2477136,33.7284224,"-118.2477136,33.7284224,0
              -118.2476526,33.7282763,0
              -118.2461285,33.7287202,0
              -118.2461902,33.7288674,0
              -118.2477136,33.7284224,0"
J05,J05,YG,Local,Import,149,198,248,-118.2495188,33.7278982,"-118.2495188,33.7278982,0
              -118.2494577,33.7277521,0
              -118.2479336,33.728196,0
              -118.2479953,33.7283432,0
              -118.2495188,33.7278982,0"
J06,J06,YG,Local,Import,149,198,248,-118.2512649,33.7273606,"-118.2512649,33.7273606,0
              -118.2512039,33.7272145,0
              -118.2496797,33.7276584,0
              -118.2497414,33.7278056,0
              -118.2512649,33.7273606,0"
J07,J07,YG,Local,Import,323,431,539,-118.2548984,33.7263325,"-118.2548984,33.7263325,0
              -118.2548233,33.7261502,0
              -118.2514708,33.7271299,0
              -118.2515453,33.7273056,0
              -118.2548984,33.7263325,0"
J09,J09,YG,Local,Import,179,238,298,-118.2566588,33.7258102,"-118.2566588,33.7258102,0
              -118.2565978,33.7256641,0
              -118.2550737,33.726108,0
              -118.2551354,33.7262552,0
              -118.2566588,33.7258102,0"
Jiffy Lube,Jiffy,M&R,None,N/A,N/A,N/A,N/A,-118.2410104,33.7328458,"-118.2410104,33.7328458,0
              -118.2406107,33.7326802,0
              -118.2405403,33.7327031,0
              -118.2407509,33.7332713,0
              -118.2408085,33.7332535,0
              -118.2408313,33.7333025,0
              -118.2408374,33.7333115,0
              -118.2408997,33.7332206,0
              -118.240897,33.7332089,0
              -118.240893,33.7331977,0
              -118.2408883,33.7331888,0
              -118.240885,33.7331771,0
              -118.2408809,33.7331642,0
              -118.2408783,33.7331486,0
              -118.2408836,33.733133,0
              -118.2408997,33.7331062,0
              -118.2409145,33.733075,0
              -118.2409205,33.7330655,0
              -118.2409762,33.7329646,0
              -118.2409493,33.7329507,0
              -118.2410104,33.7328458,0"
K01,K01,YG,Local,Import,140,186,233,-118.2421354,33.7295545,"-118.2421354,33.7295545,0
              -118.2409458,33.7298963,0
              -118.2410062,33.7300475,0
              -118.2421944,33.7296973,0
              -118.2421354,33.7295545,0"
K02,K02,YG,Local,Import,179,238,298,-118.2439532,33.7291719,"-118.2439532,33.7291719,0
              -118.2438922,33.7290258,0
              -118.242368,33.7294697,0
              -118.2424297,33.729617,0
              -118.2439532,33.7291719,0"
L01,L01,YG,Local,Import,140,186,233,-118.2420737,33.729404,"-118.2420737,33.729404,0
              -118.2420147,33.7292612,0
              -118.2408251,33.729603,0
              -118.2408855,33.7297542,0
              -118.2420737,33.729404,0"
L02,L02,YG,Local,Import,179,238,298,-118.2437581,33.7287225,"-118.2437581,33.7287225,0
              -118.2422339,33.7291664,0
              -118.2422956,33.7293136,0
              -118.2438191,33.7288686,0
              -118.2437581,33.7287225,0"
Labor Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2399322,33.7324123,"-118.2399322,33.7324123,0
              -118.2400615,33.7323243,0
              -118.2400507,33.7322953,0
              -118.2400494,33.732263,0
              -118.2400548,33.7322317,0
              -118.2400668,33.7321972,0
              -118.2401916,33.7319741,0
              -118.2404008,33.7316674,0
              -118.2404894,33.7315141,0
              -118.2405202,33.7314567,0
              -118.240526,33.7314081,0
              -118.2404968,33.731329,0
              -118.2397055,33.7294418,0
              -118.23944,33.7288138,0
              -118.239393,33.728719,0
              -118.2392777,33.7286599,0
              -118.239035,33.7289767,0
              -118.2388754,33.7291908,0
              -118.2388432,33.7292444,0
              -118.2388217,33.729289,0
              -118.2387949,33.7293492,0
              -118.2387815,33.7294228,0
              -118.2387761,33.7294831,0
              -118.2387869,33.7295567,0
              -118.2387989,33.729637,0
              -118.238811,33.7296916,0
              -118.2388244,33.7297429,0
              -118.2388405,33.7297876,0
              -118.2388647,33.7298366,0
              -118.2389451,33.7300407,0
              -118.2399322,33.7324123,0"
M&R + Rodo,M&R + Rodo,M&R,None,N/A,N/A,N/A,N/A,-118.2539796,33.7193351,"-118.2539796,33.7193351,0
              -118.2534022,33.7179543,0
              -118.2533888,33.717942,0
              -118.253362,33.7179286,0
              -118.2533201,33.7179171,0
              -118.2532235,33.7179126,0
              -118.2531484,33.7179305,0
              -118.2530626,33.7179751,0
              -118.2523023,33.7182205,0
              -118.2522248,33.7182435,0
              -118.2519458,33.7176032,0
              -118.2515167,33.7177215,0
              -118.2518825,33.7185677,0
              -118.2520361,33.7189375,0
              -118.252132,33.7191723,0
              -118.2522091,33.7193547,0
              -118.2523023,33.7195867,0
              -118.2523998,33.7198075,0
              -118.2539796,33.7193351,0"
M01,M01,YG,Rail,Import,333,444,555,-118.243729,33.7285962,"-118.243729,33.7285962,0
              -118.2436539,33.7284138,0
              -118.2406628,33.7292854,0
              -118.2407419,33.7294822,0
              -118.243729,33.7285962,0"
M03,M03,YG,Local,Import,179,238,298,-118.2454042,33.7277153,"-118.2454042,33.7277153,0
              -118.2453432,33.7275692,0
              -118.2438191,33.7280131,0
              -118.2438808,33.7281603,0
              -118.2454042,33.7277153,0"
M04,M04,YG,Local,Import,179,238,298,-118.247196,33.7271977,"-118.247196,33.7271977,0
              -118.2471349,33.7270516,0
              -118.2456108,33.7274955,0
              -118.2456725,33.7276428,0
              -118.247196,33.7271977,0"
M05,M05,YG,Local,Import,179,238,298,-118.2490199,33.7266579,"-118.2490199,33.7266579,0
              -118.2489588,33.7265118,0
              -118.2474347,33.7269557,0
              -118.2474964,33.7271029,0
              -118.2490199,33.7266579,0"
M06,M06,YG,Local,Import,179,238,298,-118.2508062,33.7261627,"-118.2508062,33.7261627,0
              -118.2507452,33.7260165,0
              -118.2492211,33.7264605,0
              -118.2492828,33.7266077,0
              -118.2508062,33.7261627,0"
M07,M07,YG,Local,Import,179,238,298,-118.2525537,33.7256317,"-118.2525537,33.7256317,0
              -118.2524819,33.7254655,0
              -118.2509578,33.7259061,0
              -118.2510282,33.7260734,0
              -118.2525537,33.7256317,0"
M08,M08,YG,Local,Import,179,238,298,-118.2543769,33.7251053,"-118.2543769,33.7251053,0
              -118.2543052,33.7249391,0
              -118.2527811,33.7253796,0
              -118.2528515,33.7255469,0
              -118.2543769,33.7251053,0"
M09,M09,YG,Local,Import,179,238,298,-118.2561532,33.7245922,"-118.2561532,33.7245922,0
              -118.2560814,33.724426,0
              -118.2545574,33.7248665,0
              -118.2546278,33.7250338,0
              -118.2561532,33.7245922,0"
N03,N03,YG,Rail,Import,190,254,317,-118.245293,33.727442,"-118.245293,33.727442,0
              -118.2452212,33.7272758,0
              -118.2436971,33.7277164,0
              -118.2437675,33.7278837,0
              -118.245293,33.727442,0"
N04,N04,YG,Rail,Import,190,254,317,-118.2470726,33.7269245,"-118.2470726,33.7269245,0
              -118.2470008,33.7267583,0
              -118.2454767,33.7271988,0
              -118.2455471,33.7273661,0
              -118.2470726,33.7269245,0"
N05,N05,YG,Rail,Import,190,254,317,-118.2488938,33.726388,"-118.2488938,33.726388,0
              -118.2488221,33.7262218,0
              -118.2472979,33.7266623,0
              -118.2473683,33.7268296,0
              -118.2488938,33.726388,0"
N06,N06,YG,Rail,Import,238,317,397,-118.2506627,33.7258715,"-118.2506627,33.7258715,0
              -118.250591,33.7257053,0
              -118.2490669,33.7261459,0
              -118.2491373,33.7263132,0
              -118.2506627,33.7258715,0"
N07,N07,YG,Rail,Import,238,317,397,-118.2524397,33.7253579,"-118.2524397,33.7253579,0
              -118.2523679,33.7251917,0
              -118.2508438,33.7256323,0
              -118.2509142,33.7257996,0
              -118.2524397,33.7253579,0"
N08,N08,YG,Rail,Import,238,317,397,-118.2542569,33.7248275,"-118.2542569,33.7248275,0
              -118.2541851,33.7246613,0
              -118.252661,33.7251019,0
              -118.2527315,33.7252692,0
              -118.2542569,33.7248275,0"
N09,N09,YG,Rail,Import,238,317,397,-118.2560088,33.7242408,"-118.2560088,33.7242408,0
              -118.2559492,33.7240953,0
              -118.2544216,33.7245392,0
              -118.2545135,33.724759,0
              -118.2559062,33.7243541,0
              -118.2558761,33.724281,0
              -118.2560088,33.7242408,0"
North Gate,Gate,Receiving,None,N/A,N/A,N/A,N/A,-118.240734,33.7314613,"-118.240734,33.7314613,0
              -118.2407112,33.7313955,0
              -118.2404846,33.7308457,0
              -118.2404232,33.7305794,0
              -118.240217,33.7300522,0
              -118.24003,33.7295867,0
              -118.2400025,33.7294591,0
              -118.240042,33.7293784,0
              -118.2401238,33.7293129,0
              -118.2402405,33.7292541,0
              -118.2419571,33.7287466,0
              -118.2421234,33.7286886,0
              -118.2435906,33.728267,0
              -118.243325,33.7275978,0
              -118.241772,33.7280573,0
              -118.2413563,33.7278565,0
              -118.2411014,33.7279702,0
              -118.2394197,33.7284766,0
              -118.2406305,33.7314752,0
              -118.2405431,33.7316586,0
              -118.2401751,33.732253,0
              -118.2401687,33.7323443,0
              -118.2401989,33.7324377,0
              -118.2402378,33.732571,0
              -118.240447,33.7331053,0
              -118.2407072,33.7337901,0
              -118.2408225,33.7337483,0
              -118.2405798,33.7330805,0
              -118.2404558,33.7328001,0
              -118.2403639,33.7325019,0
              -118.2403237,33.7324177,0
              -118.2403304,33.732331,0
              -118.2403874,33.7321984,0
              -118.2405231,33.7319671,0
              -118.2406232,33.7317488,0
              -118.240692,33.7316352,0
              -118.2407206,33.7315934,0
              -118.2407305,33.731556,0
              -118.240734,33.7314613,0"
Out Gate,Out Gate,Delivery,None,N/A,N/A,N/A,N/A,-118.2509795,33.717813,"-118.2509795,33.717813,0
              -118.2509057,33.7176396,0
              -118.2509017,33.7176285,0
              -118.2502289,33.7178219,0
              -118.2502094,33.7178576,0
              -118.2490105,33.7182032,0
              -118.2489756,33.7182177,0
              -118.2489434,33.7182322,0
              -118.2489193,33.7182433,0
              -118.2489032,33.7182556,0
              -118.2488737,33.7182757,0
              -118.2488522,33.7183025,0
              -118.2488361,33.7183315,0
              -118.2488187,33.7183582,0
              -118.2488093,33.7183895,0
              -118.2488039,33.7184162,0
              -118.2487972,33.7184542,0
              -118.2487919,33.7184854,0
              -118.2493739,33.7198798,0
              -118.2500024,33.7213816,0
              -118.2501187,33.7213476,0
              -118.2501469,33.7214185,0
              -118.2502602,33.7213889,0
              -118.2504024,33.7217068,0
              -118.2509875,33.7215345,0
              -118.2510223,33.7215077,0
              -118.2510545,33.7214765,0
              -118.2510948,33.7214252,0
              -118.2511269,33.7213783,0
              -118.2511672,33.7213404,0
              -118.2511927,33.7212913,0
              -118.2508565,33.7204839,0
              -118.2507962,33.7203389,0
              -118.2507801,33.7203077,0
              -118.2507605,33.7202747,0
              -118.2507283,33.7202323,0
              -118.2507082,33.7202144,0
              -118.2506894,33.7201966,0
              -118.2506787,33.7201882,0
              -118.2506666,33.7201799,0
              -118.2506539,33.7201732,0
              -118.2506418,33.7201642,0
              -118.2506284,33.7201559,0
              -118.2506056,33.7201447,0
              -118.2504709,33.720089,0
              -118.2501611,33.7199641,0
              -118.2499747,33.7198882,0
              -118.2499379,33.7198697,0
              -118.2499138,33.7198585,0
              -118.2498883,33.719844,0
              -118.2498615,33.7198239,0
              -118.2498441,33.7198117,0
              -118.2498166,33.7197899,0
              -118.2498065,33.7197788,0
              -118.2497904,33.7197643,0
              -118.249781,33.7197514,0
              -118.2497716,33.7197397,0
              -118.2497589,33.7197235,0
              -118.2497388,33.719689,0
              -118.2493328,33.7187216,0
              -118.2492994,33.7186468,0
              -118.2492886,33.7185665,0
              -118.2493074,33.7184884,0
              -118.2493423,33.7184348,0
              -118.2494415,33.7183411,0
              -118.2495381,33.7182586,0
              -118.2503391,33.7180182,0
              -118.2509915,33.7178447,0
              -118.2509795,33.717813,0"
Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2549855,33.7217762,"-118.2549855,33.7217762,0
              -118.2549224,33.7216189,0
              -118.2534472,33.7220472,0
              -118.2535518,33.7222848,0
              -118.2541982,33.722113,0
              -118.254154,33.7220204,0
              -118.2549855,33.7217762,0"
Project M,Proj M,Non Ops,None,N/A,N/A,N/A,N/A,-118.2586004,33.7279785,"-118.2586004,33.7279785,0
              -118.2603366,33.7242286,0
              -118.2599825,33.7241048,0
              -118.2600415,33.7239799,0
              -118.2601139,33.7238438,0
              -118.2600327,33.7236339,0
              -118.2597967,33.7230701,0
              -118.2590765,33.72134,0
              -118.2584486,33.7198364,0
              -118.2576868,33.7180071,0
              -118.2542418,33.7190112,0
              -118.2541617,33.7190337,0
              -118.2552658,33.721699,0
              -118.2553383,33.7218703,0
              -118.2553897,33.7219842,0
              -118.2555607,33.7224019,0
              -118.2565716,33.7248719,0
              -118.2576713,33.7276069,0
              -118.2577061,33.7276674,0
              -118.2577544,33.7277076,0
              -118.2586004,33.7279785,0"
R01,R01,YW,Rail,Import,30,30,30,-118.2410678,33.7277082,"-118.2410678,33.7277082,0
              -118.2410222,33.7276034,0
              -118.2398877,33.7279358,0
              -118.2399413,33.7280406,0
              -118.2410678,33.7277082,0"
R02,R02,YW,Rail,Import,30,30,30,-118.2408077,33.7273892,"-118.2408077,33.7273892,0
              -118.2407406,33.7272911,0
              -118.2400104,33.7275688,0
              -118.2400754,33.7276681,0
              -118.2408077,33.7273892,0"
R03,R03,YW,Rail,Import,30,30,30,-118.2408763,33.7271137,"-118.2408763,33.7271137,0
              -118.2408146,33.7270066,0
              -118.2394855,33.727513,0
              -118.2395499,33.727619,0
              -118.2408763,33.7271137,0"
R04,R04,YW,Rail,Import,30,30,30,-118.2418143,33.7268453,"-118.2418143,33.7268453,0
              -118.2417526,33.7267226,0
              -118.2408621,33.7269814,0
              -118.2409211,33.7271041,0
              -118.2418143,33.7268453,0"
Radio/Check In,Radio/Yard Check In,Building,None,N/A,N/A,N/A,N/A,-118.2411849,33.731892,"-118.2411849,33.731892,0
              -118.2413224,33.7318524,0
              -118.2411219,33.7313756,0
              -118.2409844,33.7314135,0
              -118.2411849,33.731892,0"
Rail Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2389616,33.7284214,"-118.2389616,33.7284214,0
              -118.2390112,33.7283622,0
              -118.2390233,33.7282708,0
              -118.2394122,33.7279618,0
              -118.2391533,33.7276941,0
              -118.2389803,33.7278101,0
              -118.2389026,33.7278648,0
              -118.2388503,33.7279116,0
              -118.2387967,33.7279674,0
              -118.2387551,33.7280332,0
              -118.2387148,33.7281191,0
              -118.2387671,33.7282094,0
              -118.2389616,33.7284214,0"
Rail W/Y,Rail W/Y,Ops,None,N/A,N/A,N/A,N/A,-118.2522327,33.7248439,"-118.2522327,33.7248439,0
              -118.2518303,33.7238779,0
              -118.2428939,33.726479,0
              -118.2433046,33.7274544,0
              -118.2522327,33.7248439,0"
ROB,ROB,Building,None,N/A,N/A,N/A,N/A,-118.2386465,33.7286065,"-118.2386465,33.7286065,0
              -118.2388516,33.728544,0
              -118.2387403,33.7282853,0
              -118.2385325,33.7283399,0
              -118.2386465,33.7286065,0"
South Gate,South Gate,Receiving,None,N/A,N/A,N/A,N/A,-118.252017,33.7234036,"-118.252017,33.7234036,0
              -118.2520438,33.7233514,0
              -118.2521645,33.7232711,0
              -118.2537953,33.7228038,0
              -118.254089,33.7227525,0
              -118.2543089,33.7223966,0
              -118.2542271,33.7221802,0
              -118.2521572,33.7227995,0
              -118.2519071,33.7232658,0
              -118.251946,33.7232747,0
              -118.2519091,33.7233589,0
              -118.252017,33.7234036,0"
T/H Corral,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2405418,33.7305384,"-118.2405418,33.7305384,0
              -118.2409192,33.7304274,0
              -118.2405498,33.7295301,0
              -118.2401669,33.7296405,0
              -118.2405418,33.7305384,0"
TOB,TOB,Building,None,N/A,N/A,N/A,N/A,-118.2415697,33.7333624,"-118.2415697,33.7333624,0
              -118.2413491,33.7328298,0
              -118.2411419,33.7328906,0
              -118.2413632,33.7334226,0
              -118.2415697,33.7333624,0"
TOB Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2420096,33.7331589,"-118.2420096,33.7331589,0
              -118.2417796,33.7326035,0
              -118.2414772,33.7326916,0
              -118.2417072,33.7332465,0
              -118.2420096,33.7331589,0"
Trouble,Trouble,Ops,None,N/A,N/A,N/A,N/A,-118.2552749,33.7224512,"-118.2552749,33.7224512,0
              -118.2552072,33.7222811,0
              -118.2549007,33.7223709,0
              -118.254371,33.7225248,0
              -118.2542476,33.7227462,0
              -118.2552749,33.7224512,0"
VSL UTR Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2417438,33.7325147,"-118.2417438,33.7325147,0
              -118.241514,33.7319601,0
              -118.2408103,33.732165,0
              -118.2407762,33.7322253,0
              -118.240744,33.7322637,0
              -118.2407265,33.7323195,0
              -118.2408566,33.7326374,0
              -118.2409163,33.7326742,0
              -118.24097,33.7326853,0
              -118.2410397,33.7327182,0
              -118.2417438,33.7325147,0"
Walkway,Walkway,Non Ops,None,N/A,N/A,N/A,N/A,-118.2410838,33.731765,"-118.2410838,33.731765,0
              -118.2409055,33.7319468,0
              -118.2406057,33.7322413,0
              -118.2406165,33.7323026,0
              -118.2407479,33.732616,0
              -118.2407928,33.7326723,0
              -118.2408961,33.7327331,0
              -118.2411281,33.7328341,0
              -118.241177,33.7328123,0
              -118.2409316,33.7327242,0
              -118.240823,33.7326612,0
              -118.2406688,33.732302,0
              -118.240656,33.7322457,0
              -118.2411033,33.7318102,0
              -118.2410838,33.731765,0"
Yard Clerk Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2415179,33.7318543,"-118.2415179,33.7318543,0
              -118.2412182,33.7311405,0
              -118.2411029,33.7311784,0
              -118.2414053,33.7318894,0
              -118.2415179,33.7318543,0"
Yard UTR Parking,Parking,Non Ops,None,N/A,N/A,N/A,N/A,-118.2410137,33.7310936,"-118.2410137,33.7310936,0
              -118.2411786,33.731049,0
              -118.2409734,33.7305604,0
              -118.2407857,33.7306117,0
              -118.2410137,33.7310936,0"
